P2	P2_age	foxyear	julian	type	repryear
0	2	2013	50	pl.scars	2013
0	2	2013	51	pl.scars	2013
0	1	2013	56	pl.scars	2013
1	2	2014	56	pl.scars	2014
0	0	2014	54	pl.scars	2014
1	3	2014	49	pl.scars	2014
1	3	2014	49	pl.scars	2014
1	1	2015	60	pl.scars	2015
1	1	2015	24	pl.scars	2015
0	3	2015	60	pl.scars	2015
1	4	2015	28	pl.scars	2015
0	0	2015	20	pl.scars	2015
0	0	2015	58	pl.scars	2015
1	2	2016	60	pl.scars	2016
0	0	2016	13	pl.scars	2016
1	4	2016	58	pl.scars	2016
0	0	2016	59	pl.scars	2016
1	1	2016	14	pl.scars	2016
0	0	2016	40	pl.scars	2016
0	0	2016	14	pl.scars	2016
0	1	2016	60	pl.scars	2016
0	0	2016	43	pl.scars	2016
0	0	2016	19	pl.scars	2016
1	3	2010	27	pl.scars	2010
0	0	2010	54	pl.scars	2010
1	2	2010	28	pl.scars	2010
1	3	2010	57	pl.scars	2010
0	0	2010	45	pl.scars	2010
0	0	2010	54	pl.scars	2010
0	0	2010	44	pl.scars	2010
0	0	2010	7	pl.scars	2010
0	0	2010	22	pl.scars	2010
0	0	2008	14	pl.scars	2008
1	1	2008	15	pl.scars	2008
0	0	2011	19	pl.scars	2011
0	0	2011	42	pl.scars	2011
1	1	2011	47	pl.scars	2011
0	0	2008	31	pl.scars	2008
0	0	2008	12	pl.scars	2008
0	0	2011	60	pl.scars	2011
0	0	2011	48	pl.scars	2011
0	0	2011	56	pl.scars	2011
0	0	2008	58	pl.scars	2008
0	0	2011	37	pl.scars	2011
1	1	2011	19	pl.scars	2011
0	0	2011	38	pl.scars	2011
0	0	2011	40	pl.scars	2011
0	0	2011	23	pl.scars	2011
0	0	2011	35	pl.scars	2011
1	1	2011	40	pl.scars	2011
1	1	2011	4	pl.scars	2011
0	0	2011	40	pl.scars	2011
0	0	2011	58	pl.scars	2011
0	0	2011	48	pl.scars	2011
0	0	2011	9	pl.scars	2011
0	0	2011	9	pl.scars	2011
1	1	2011	36	pl.scars	2011
0	0	2008	2	pl.scars	2008
0	0	2011	41	pl.scars	2011
0	0	2011	19	pl.scars	2011
0	0	2011	53	pl.scars	2011
0	0	2011	31	pl.scars	2011
1	1	2008	9	pl.scars	2008
1	1	2017	26	pl.scars	2017
0	2	2017	54	pl.scars	2017
1	6	2018	47	pl.scars	2018
1	3	2018	54	pl.scars	2018
0	0	2018	55	pl.scars	2018
0	0	2018	35	pl.scars	2018
0	0	2018	36	pl.scars	2018
0	0	2018	55	pl.scars	2018
0	0	2018	40	pl.scars	2018
0	0	2018	40	pl.scars	2018
0	0	2017	59	pl.scars	2017
1	1	2017	20	pl.scars	2017
1	2	2017	46	pl.scars	2017
0	0	2017	30	pl.scars	2017
1	3	2018	1	pl.scars	2018
0	0	2018	30	pl.scars	2018
0	0	2018	59	pl.scars	2018
0	3	2018	50	pl.scars	2018
0	0	2018	20	pl.scars	2018
0	0	2018	50	pl.scars	2018
0	0	2012	225	pl.scars	2012
0	0	2008	287	pl.scars	2008
0	0	2011	241	pl.scars	2011
0	0	2013	254	pl.scars	2013
0	0	2013	321	pl.scars	2013
0	0	2013	328	pl.scars	2013
1	4	2013	311	pl.scars	2013
0	1	2013	330	pl.scars	2013
0	0	2013	198	pl.scars	2013
0	3	2013	308	pl.scars	2013
0	0	2013	317	pl.scars	2013
0	3	2014	196	pl.scars	2014
0	1	2013	297	pl.scars	2013
0	0	2010	322	pl.scars	2010
0	0	2014	201	pl.scars	2014
0	0	2014	310	pl.scars	2014
0	0	2014	309	pl.scars	2014
0	0	2014	309	pl.scars	2014
1	4	2014	181	pl.scars	2014
1	2	2014	235	pl.scars	2014
0	2	2014	235	pl.scars	2014
0	2	2014	257	pl.scars	2014
1	1	2010	323	pl.scars	2010
0	0	2010	196	pl.scars	2010
1	8	2010	324	pl.scars	2010
0	0	2010	339	pl.scars	2010
0	0	2010	356	pl.scars	2010
0	0	2017	197	pl.scars	2017
0	0	2017	209	pl.scars	2017
0	0	2017	239	pl.scars	2017
0	0	2017	237	pl.scars	2017
0	0	2017	217	pl.scars	2017
0	0	2017	199	pl.scars	2017
0	0	2017	259	pl.scars	2017
0	0	2017	200	pl.scars	2017
0	0	2017	195	pl.scars	2017
0	0	2017	202	pl.scars	2017
1	7	2005	201	pl.scars	2005
0	0	2005	275	pl.scars	2005
0	0	2005	256	pl.scars	2005
0	0	2005	269	pl.scars	2005
0	0	2005	328	pl.scars	2005
0	0	2005	286	pl.scars	2005
0	0	2005	219	pl.scars	2005
0	0	2005	267	pl.scars	2005
0	0	2005	269	pl.scars	2005
0	0	2005	243	pl.scars	2005
0	0	2005	336	pl.scars	2005
0	1	2005	281	pl.scars	2005
1	5	2005	295	pl.scars	2005
1	3	2005	295	pl.scars	2005
0	0	2005	325	pl.scars	2005
0	0	2005	201	pl.scars	2005
1	3	2005	195	pl.scars	2005
0	0	2005	336	pl.scars	2005
0	0	2005	328	pl.scars	2005
1	3	2005	329	pl.scars	2005
1	2	2005	320	pl.scars	2005
0	0	2005	201	pl.scars	2005
0	1	2005	320	pl.scars	2005
1	3	2005	294	pl.scars	2005
0	1	2005	340	pl.scars	2005
0	1	2005	302	pl.scars	2005
1	3	2005	257	pl.scars	2005
0	0	2005	342	pl.scars	2005
0	0	2005	345	pl.scars	2005
0	0	2005	197	pl.scars	2005
0	0	2005	204	pl.scars	2005
1	2	2005	250	pl.scars	2005
0	2	2005	202	pl.scars	2005
0	1	2005	206	pl.scars	2005
0	0	2005	195	pl.scars	2005
0	1	2006	301	pl.scars	2006
0	0	2006	262	pl.scars	2006
0	0	2006	283	pl.scars	2006
1	1	2006	348	pl.scars	2006
1	3	2006	324	pl.scars	2006
0	0	2006	212	pl.scars	2006
0	0	2006	318	pl.scars	2006
1	2	2006	231	pl.scars	2006
0	0	2006	297	pl.scars	2006
0	0	2006	210	pl.scars	2006
1	3	2005	210	pl.scars	2005
1	2	2006	204	pl.scars	2006
1	1	2006	195	pl.scars	2006
1	3	2006	313	pl.scars	2006
0	0	2006	306	pl.scars	2006
0	0	2006	310	pl.scars	2006
0	0	2006	229	pl.scars	2006
0	0	2006	322	pl.scars	2006
0	0	2006	308	pl.scars	2006
0	0	2006	257	pl.scars	2006
0	0	2006	325	pl.scars	2006
0	0	2006	192	pl.scars	2006
1	2	2006	252	pl.scars	2006
0	0	2006	252	pl.scars	2006
0	0	2006	283	pl.scars	2006
1	3	2007	199	pl.scars	2007
0	0	2007	299	pl.scars	2007
0	0	2007	336	pl.scars	2007
0	0	2007	278	pl.scars	2007
0	1	2006	255	pl.scars	2006
0	0	2007	327	pl.scars	2007
0	0	2007	299	pl.scars	2007
1	10	2007	287	pl.scars	2007
0	0	2007	327	pl.scars	2007
0	0	2007	262	pl.scars	2007
0	0	2009	203	pl.scars	2009
1	1	2007	265	pl.scars	2007
1	5	2007	244	pl.scars	2007
1	1	2007	347	pl.scars	2007
0	7	2007	252	pl.scars	2007
1	2	2007	271	pl.scars	2007
0	1	2007	291	pl.scars	2007
0	0	2007	325	pl.scars	2007
0	0	2007	322	pl.scars	2007
0	0	2007	350	pl.scars	2007
0	0	2008	319	pl.scars	2008
0	0	2006	220	pl.scars	2006
0	0	2007	276	pl.scars	2007
0	0	2007	270	pl.scars	2007
0	0	2007	353	pl.scars	2007
1	1	2008	314	pl.scars	2008
0	0	2008	290	pl.scars	2008
0	0	2008	345	pl.scars	2008
0	0	2008	196	pl.scars	2008
1	2	2009	190	pl.scars	2009
0	0	2009	253	pl.scars	2009
0	4	2009	302	pl.scars	2009
0	0	2009	231	pl.scars	2009
1	1	2009	326	pl.scars	2009
0	0	2009	336	pl.scars	2009
0	0	2009	196	pl.scars	2009
0	1	2009	255	pl.scars	2009
1	3	2009	203	pl.scars	2009
1	2	2009	196	pl.scars	2009
1	5	2010	197	pl.scars	2010
1	4	2010	323	pl.scars	2010
1	1	2012	214	pl.scars	2012
1	1	2012	204	pl.scars	2012
0	0	2012	249	pl.scars	2012
0	0	2012	182	pl.scars	2012
1	4	2013	297	pl.scars	2013
1	3	2015	195	pl.scars	2015
1	10	2015	294	pl.scars	2015
0	1	2016	341	pl.scars	2016
0	0	2010	306	pl.scars	2010
0	0	2010	321	pl.scars	2010
0	2	2010	280	pl.scars	2010
0	0	2010	265	pl.scars	2010
0	0	2010	304	pl.scars	2010
0	0	2010	350	pl.scars	2010
0	0	2010	329	pl.scars	2010
0	0	2010	247	pl.scars	2010
0	0	2010	234	pl.scars	2010
0	0	2010	319	pl.scars	2010
1	3	2010	265	pl.scars	2010
0	0	2010	236	pl.scars	2010
1	1	2010	364	pl.scars	2010
0	0	2010	312	pl.scars	2010
0	0	2010	324	pl.scars	2010
0	1	2010	291	pl.scars	2010
0	0	2010	219	pl.scars	2010
0	2	2009	256	pl.scars	2009
0	0	2011	223	pl.scars	2011
0	0	2011	216	pl.scars	2011
0	0	2011	216	pl.scars	2011
0	0	2011	223	pl.scars	2011
0	0	2011	243	pl.scars	2011
0	0	2011	196	pl.scars	2011
0	0	2011	197	pl.scars	2011
0	0	2011	196	pl.scars	2011
0	0	2011	271	pl.scars	2011
0	0	2011	214	pl.scars	2011
0	0	2011	321	pl.scars	2011
0	0	2011	313	pl.scars	2011
1	2	2011	212	pl.scars	2011
1	1	2011	351	pl.scars	2011
0	0	2011	321	pl.scars	2011
0	0	2011	207	pl.scars	2011
0	0	2011	350	pl.scars	2011
0	0	2011	197	pl.scars	2011
0	0	2011	252	pl.scars	2011
0	0	2009	196	pl.scars	2009
1	2	2009	198	pl.scars	2009
1	1	2009	281	pl.scars	2009
0	0	2009	200	pl.scars	2009
0	0	2009	209	pl.scars	2009
0	0	2012	238	pl.scars	2012
1	1	2012	238	pl.scars	2012
1	1	2012	196	pl.scars	2012
1	1	2012	207	pl.scars	2012
0	0	2012	196	pl.scars	2012
0	0	2012	196	pl.scars	2012
0	0	2012	196	pl.scars	2012
1	2	2012	287	pl.scars	2012
0	2	2012	197	pl.scars	2012
1	2	2012	221	pl.scars	2012
1	1	2012	221	pl.scars	2012
1	2	2012	286	pl.scars	2012
1	1	2011	258	pl.scars	2011
0	0	2008	351	pl.scars	2008
1	1	2012	213	pl.scars	2012
0	0	2012	258	pl.scars	2012
0	0	2008	324	pl.scars	2008
0	0	2012	223	pl.scars	2012
0	0	2012	197	pl.scars	2012
0	0	2008	196	pl.scars	2008
0	0	2018	250	pl.scars	2018
0	0	2018	210	pl.scars	2018
0	0	2018	207	pl.scars	2018
0	0	2018	220	pl.scars	2018
0	0	2008	71	pregnant	2009
0	3	2012	84	pregnant	2013
1	2	2009	72	pregnant	2010
1	1	2013	81	pregnant	2014
0	0	2013	63	pregnant	2014
0	5	2013	63	pregnant	2014
0	1	2009	64	pregnant	2010
0	2	2009	66	pregnant	2010
0	0	2015	76	pregnant	2016
0	6	2015	79	pregnant	2016
0	2	2015	73	pregnant	2016
0	4	2015	79	pregnant	2016
0	0	2015	79	pregnant	2016
0	0	2015	67	pregnant	2016
0	0	2010	62	pregnant	2011
0	5	2015	67	pregnant	2016
0	0	2010	64	pregnant	2011
0	1	2004	89	pregnant	2005
0	5	2004	83	pregnant	2005
0	1	2004	83	pregnant	2005
0	2	2004	89	pregnant	2005
1	2	2004	88	pregnant	2005
0	3	2004	89	pregnant	2005
0	3	2005	84	pregnant	2006
0	0	2005	70	pregnant	2006
0	5	2005	88	pregnant	2006
0	0	2005	71	pregnant	2006
0	4	2005	82	pregnant	2006
0	3	2005	88	pregnant	2006
0	5	2005	82	pregnant	2006
0	2	2004	71	pregnant	2005
0	0	2005	79	pregnant	2006
0	2	2005	86	pregnant	2006
0	3	2005	67	pregnant	2006
1	2	2005	75	pregnant	2006
0	0	2005	79	pregnant	2006
0	2	2005	66	pregnant	2006
0	0	2005	65	pregnant	2006
0	0	2005	81	pregnant	2006
0	2	2005	67	pregnant	2006
0	3	2005	79	pregnant	2006
0	3	2006	62	pregnant	2007
0	5	2006	75	pregnant	2007
0	1	2006	70	pregnant	2007
0	0	2006	76	pregnant	2007
0	4	2006	64	pregnant	2007
0	0	2006	65	pregnant	2007
0	0	2006	61	pregnant	2007
0	3	2006	64	pregnant	2007
0	0	2006	70	pregnant	2007
0	0	2007	76	pregnant	2008
0	4	2007	76	pregnant	2008
1	0	2007	74	pregnant	2008
1	0	2007	69	pregnant	2008
1	0	2007	73	pregnant	2008
1	2	2007	73	pregnant	2008
0	2	2007	76	pregnant	2008
0	8	2007	77	pregnant	2008
1	1	2007	76	pregnant	2008
1	2	2007	65	pregnant	2008
0	2	2008	85	pregnant	2009
0	1	2008	84	pregnant	2009
0	1	2008	85	pregnant	2009
0	3	2008	76	pregnant	2009
0	0	2008	68	pregnant	2009
0	0	2008	64	pregnant	2009
0	10	2008	80	pregnant	2009
0	2	2008	72	pregnant	2009
0	1	2008	89	pregnant	2009
0	0	2008	61	pregnant	2009
0	0	2008	73	pregnant	2009
0	2	2009	73	pregnant	2010
0	0	2009	65	pregnant	2010
0	0	2010	73	pregnant	2011
0	1	2010	73	pregnant	2011
1	1	2010	87	pregnant	2011
1	3	2010	87	pregnant	2011
0	0	2010	72	pregnant	2011
0	0	2010	64	pregnant	2011
1	0	2011	86	pregnant	2012
0	1	2011	86	pregnant	2012
0	1	2011	86	pregnant	2012
0	1	2011	86	pregnant	2012
1	1	2011	88	pregnant	2012
0	0	2011	85	pregnant	2012
1	0	2011	85	pregnant	2012
1	1	2011	80	pregnant	2012
1	0	2011	75	pregnant	2012
0	0	2011	73	pregnant	2012
0	0	2011	85	pregnant	2012
0	0	2011	85	pregnant	2012
1	3	2011	86	pregnant	2012
0	1	2011	69	pregnant	2012
1	5	2011	86	pregnant	2012
1	0	2011	86	pregnant	2012
0	1	2011	86	pregnant	2012
0	1	2011	86	pregnant	2012
0	0	2011	72	pregnant	2012
0	0	2011	81	pregnant	2012
0	0	2011	79	pregnant	2012
0	0	2011	81	pregnant	2012
0	1	2012	77	pregnant	2013
0	1	2012	84	pregnant	2013
0	1	2012	77	pregnant	2013
0	1	2012	71	pregnant	2013
0	0	2012	62	pregnant	2013
0	1	2013	79	pregnant	2014
0	2	2013	63	pregnant	2014
0	3	2013	77	pregnant	2014
0	2	2013	78	pregnant	2014
0	6	2013	65	pregnant	2014
0	2	2013	79	pregnant	2014
0	3	2013	63	pregnant	2014
0	3	2014	68	pregnant	2015
0	0	2014	84	pregnant	2015
0	0	2014	68	pregnant	2015
0	0	2014	74	pregnant	2015
0	0	2014	67	pregnant	2015
0	4	2014	84	pregnant	2015
1	4	2014	84	pregnant	2015
0	0	2014	63	pregnant	2015
0	6	2014	63	pregnant	2015
0	3	2014	84	pregnant	2015
0	0	2014	80	pregnant	2015
0	2	2014	63	pregnant	2015
0	1	2015	68	pregnant	2016
0	0	2015	80	pregnant	2016
0	0	2015	73	pregnant	2016
0	1	2015	70	pregnant	2016
0	0	2015	68	pregnant	2016
1	1	2015	83	pregnant	2016
0	4	2015	64	pregnant	2016
0	1	2016	68	pregnant	2017
0	5	2016	77	pregnant	2017
0	2	2016	82	pregnant	2017
0	1	2016	61	pregnant	2017
0	1	2016	61	pregnant	2017
0	1	2016	82	pregnant	2017
0	1	2016	66	pregnant	2017
0	1	2016	80	pregnant	2017
0	0	2016	81	pregnant	2017
0	0	2016	61	pregnant	2017
0	1	2016	82	pregnant	2017
0	2	2016	79	pregnant	2017
0	2	2016	71	pregnant	2017
0	0	2010	66	pregnant	2011
0	3	2010	65	pregnant	2011
1	3	2010	70	pregnant	2011
1	0	2010	77	pregnant	2011
0	0	2010	74	pregnant	2011
1	0	2010	84	pregnant	2011
0	3	2010	71	pregnant	2011
0	6	2008	64	pregnant	2009
0	4	2008	70	pregnant	2009
0	2	2008	79	pregnant	2009
0	1	2008	61	pregnant	2009
0	0	2011	78	pregnant	2012
1	1	2011	79	pregnant	2012
0	0	2011	76	pregnant	2012
0	0	2011	73	pregnant	2012
0	0	2011	67	pregnant	2012
0	0	2010	64	pregnant	2011
1	0	2011	81	pregnant	2012
1	3	2011	81	pregnant	2012
0	0	2011	86	pregnant	2012
0	0	2011	87	pregnant	2012
0	0	2011	78	pregnant	2012
0	1	2011	84	pregnant	2012
1	0	2011	75	pregnant	2012
1	1	2011	61	pregnant	2012
1	0	2011	65	pregnant	2012
0	0	2011	80	pregnant	2012
0	0	2011	80	pregnant	2012
0	2	2017	74	pregnant	2018
0	2	2017	66	pregnant	2018
0	1	2017	66	pregnant	2018
0	2	2017	66	pregnant	2018
0	0	2018	84	pregnant	2019
1	2	2018	87	pregnant	2019
0	0	2018	72	pregnant	2019
0	0	2018	78	pregnant	2019
0	0	2018	84	pregnant	2019
0	0	2018	63	pregnant	2019
0	0	2018	78	pregnant	2019
0	6	2018	71	pregnant	2019
0	3	2017	82	pregnant	2018
1	2	2017	73	pregnant	2018
0	2	2017	85	pregnant	2018
0	5	2017	81	pregnant	2018
0	0	2018	61	pregnant	2019
0	0	2018	61	pregnant	2019
1	1	2007	54	pregnant	2008
1	6	2012	142	combined	2013
1	1	2013	97	combined	2014
0	1	2014	115	combined	2015
1	0	2015	101	combined	2016
1	0	2015	91	combined	2016
0	0	2015	107	combined	2016
1	8	2015	116	combined	2016
1	1	2015	101	combined	2016
0	0	2009	129	combined	2010
1	2	2004	103	combined	2005
0	1	2004	104	combined	2005
0	4	2004	97	combined	2005
0	1	2004	99	combined	2005
1	1	2004	99	combined	2005
0	0	2004	100	combined	2005
0	2	2004	94	combined	2005
1	1	2004	103	combined	2005
1	5	2004	115	combined	2005
0	1	2004	99	combined	2005
0	6	2004	101	combined	2005
1	0	2004	101	combined	2005
0	0	2004	91	combined	2005
1	2	2004	91	combined	2005
1	2	2004	103	combined	2005
1	3	2004	94	combined	2005
1	2	2004	112	combined	2005
1	2	2004	115	combined	2005
1	5	2004	101	combined	2005
1	2	2004	101	combined	2005
0	2	2004	113	combined	2005
1	6	2004	114	combined	2005
1	2	2004	103	combined	2005
0	0	2004	103	combined	2005
1	1	2004	127	combined	2005
1	7	2004	99	combined	2005
1	2	2004	109	combined	2005
1	6	2004	115	combined	2005
1	2	2004	116	combined	2005
1	1	2004	103	combined	2005
1	5	2004	117	combined	2005
1	3	2004	104	combined	2005
1	2	2004	117	combined	2005
0	3	2004	106	combined	2005
0	2	2004	93	combined	2005
1	1	2004	92	combined	2005
1	2	2004	103	combined	2005
0	0	2004	90	combined	2005
0	1	2004	95	combined	2005
1	7	2004	99	combined	2005
0	0	2005	110	combined	2006
1	0	2005	111	combined	2006
1	2	2005	111	combined	2006
1	5	2006	96	combined	2007
1	0	2005	111	combined	2006
0	0	2005	92	combined	2006
1	0	2005	109	combined	2006
1	2	2005	103	combined	2006
0	0	2005	94	combined	2006
1	3	2005	104	combined	2006
1	5	2005	93	combined	2006
0	0	2005	93	combined	2006
0	0	2005	92	combined	2006
1	3	2006	133	combined	2007
0	0	2006	109	combined	2007
0	1	2006	98	combined	2007
1	1	2006	99	combined	2007
0	0	2006	99	combined	2007
1	8	2006	101	combined	2007
1	2	2006	101	combined	2007
1	0	2007	125	combined	2008
0	0	2007	119	combined	2008
1	2	2007	96	combined	2008
0	0	2007	98	combined	2008
1	7	2007	101	combined	2008
1	2	2007	103	combined	2008
0	1	2007	104	combined	2008
0	0	2007	103	combined	2008
0	1	2007	105	combined	2008
1	0	2007	93	combined	2008
1	0	2007	100	combined	2008
1	1	2007	100	combined	2008
1	0	2007	107	combined	2008
0	0	2007	93	combined	2008
1	6	2007	101	combined	2008
1	6	2008	104	combined	2009
0	1	2008	97	combined	2009
1	3	2008	114	combined	2009
1	2	2008	97	combined	2009
0	2	2008	90	combined	2009
0	1	2008	92	combined	2009
1	2	2008	104	combined	2009
0	1	2008	94	combined	2009
1	6	2008	93	combined	2009
1	1	2008	95	combined	2009
1	2	2008	105	combined	2009
0	2	2009	103	combined	2010
1	1	2008	95	combined	2009
1	0	2010	104	combined	2011
1	2	2010	100	combined	2011
1	1	2011	110	combined	2012
0	1	2011	93	combined	2012
1	2	2011	94	combined	2012
1	1	2011	103	combined	2012
1	6	2011	100	combined	2012
0	0	2011	93	combined	2012
1	1	2011	107	combined	2012
1	2	2011	100	combined	2012
1	2	2011	110	combined	2012
1	1	2011	103	combined	2012
1	0	2011	100	combined	2012
1	2	2012	99	combined	2013
0	1	2012	92	combined	2013
0	1	2012	99	combined	2013
1	4	2012	91	combined	2013
0	1	2012	101	combined	2013
0	1	2012	104	combined	2013
0	0	2012	104	combined	2013
0	1	2012	105	combined	2013
1	1	2012	93	combined	2013
0	5	2012	91	combined	2013
1	1	2012	98	combined	2013
1	1	2012	100	combined	2013
0	2	2013	98	combined	2014
1	2	2013	103	combined	2014
0	0	2014	124	combined	2015
0	2	2014	99	combined	2015
1	0	2015	110	combined	2016
0	0	2015	118	combined	2016
0	0	2015	118	combined	2016
0	0	2015	103	combined	2016
1	1	2015	91	combined	2016
0	0	2015	92	combined	2016
0	0	2015	110	combined	2016
1	0	2016	97	combined	2017
1	1	2016	113	combined	2017
0	0	2010	94	combined	2011
1	0	2010	99	combined	2011
1	0	2010	94	combined	2011
1	2	2010	100	combined	2011
1	0	2010	100	combined	2011
0	3	2009	99	combined	2010
0	4	2009	102	combined	2010
1	1	2011	104	combined	2012
1	0	2011	102	combined	2012
1	1	2011	104	combined	2012
0	0	2011	99	combined	2012
1	0	2011	105	combined	2012
1	0	2011	100	combined	2012
1	0	2011	104	combined	2012
1	0	2011	104	combined	2012
0	6	2011	104	combined	2012
1	2	2017	111	combined	2018
1	0	2017	100	combined	2018
0	1	2017	98	combined	2018
1	2	2018	115	combined	2019
1	2	2017	97	combined	2018
1	2	2017	104	combined	2018
1	1	2017	105	combined	2018
1	0	2017	93	combined	2018
1	2	2017	112	combined	2018
0	1	2018	93	combined	2019
